Cuenta;Demanda de clase;Razón no1;Razones que determinan cuantas clases matrículan (no.1);Razón no2;Razones que determinan cuantas clases matrículan (no.2);Razón no3;Razones que determinan cuantas clases matrículan (no.3);Hora 7-9am;Hora 9-11am;Hora 11-1pm;Hora 1-3pm;Hora 3-5pmu;Hora 5-7pm;Hora 7-9pm;Egreso diversificado;¿estudios universitarios?;Universidad matrículado;Univeresidad matrículado otro;Educación Superior;Trabajo;Definir horario;Estado civil:;Sexo:;Cuenta;Campus original;Campus original;campus actual;Marca;CódigoCarrera;NombreCarrera;FACULTAD;CARRERA AGRUPADORA;PeriodoDeIngreso;PeriodoDeIngreso;ClasesAprobadas;ClasesReprobadas;Reprobó;Rango reporbación;ClasesRetiradas;Dscto_Q1 2017;DsctoCole_Q1 2017;DsctoMat_Q1 2017;Período de Ingreso;Q1 2019;Curso mat_promedio;Curso mat_er Q
31851209;Muy alto;Razón1;Disponibilidad de clases en horarios a su conveniencia;Razón2;Capacidad de pago;Razón3;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;No;No;No;No;No;Sí;Sí;2018;No;;;;Sí;Vespertino (12:00m-6:00pm);Soltero;Masculino;31851209;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;L10A;LICENCIATURA EN DERECHO (EMPRESARIAL);FCAS;Derecho;2018-M5;Q4 2018;4;0;0;no;0;No;No;No;4;4;#N/A;Igual
61841407;Muy alto;Razón1;Compromisos personales;Razón2;La carga laboral que tiene ese periodo;Razón3;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;No;No;Sí;No;No;No;No;2018;No;;;;No;Nocturno (6:00pm-6:00am);Soltero;Masculino;61841407;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L-6 ;LICENCIATURA EN MERCADOTECNIA;FCAS;Mercadotecnia;2018-M4;Q3 2018;3;2;2 a 3;si;0;No;No;No;3;2;Bajo;Bajo
31851064;Regular;Razón1;Capacidad de pago;Razón2;Compromisos personales;Razón3;La carga laboral que tiene ese periodo;No;Sí;No;No;No;No;No;2017;No;;;;No;Matutino (6:00am- 12:00m);Soltero;Femenino;31851064;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;L10A;LICENCIATURA EN DERECHO (EMPRESARIAL);FCAS;Derecho;2018-M5;Q4 2018;0;0;0;no;0;No;No;No;0;3;#N/A;Subio
61821102;Alto;Razón1;Capacidad de pago;Razón2;Disponibilidad de clases en horarios a su conveniencia;Razón3;No había disponibilidad de cupos;No;No;No;No;No;Sí;No;2018;No;;;;Sí;Diurno (6:00am- 6:00pm);Casado;Masculino;61821102;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L-6 ;LICENCIATURA EN MERCADOTECNIA;FCAS;Mercadotecnia;2018-M2;Q2 2018;7;0;0;no;0;No;No;No;3;2;Bajo;Bajo
61711413;Regular;Razón1;Capacidad de pago;Razón2;La carga laboral que tiene ese periodo;Razón3;;No;No;No;No;No;No;Sí;2017;No;;;;Sí;Diurno (6:00am- 6:00pm);Soltero;Femenino;61711413;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L-18;LICENCIATURA EN RECURSOS HUMANOS;FCAS;Recursos Humanos;2017-M1;Q1 2017;20;4;4 a 5;si;0;Si;SI;SI;4;2;Bajo;Bajo
61741261;Regular;Razón1;La carga laboral que tiene ese periodo;Razón2;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Razón3;Disponibilidad de clases en horarios a su conveniencia;No;No;No;No;No;Sí;Sí;2017;No;;;;Sí;Mixto o turnos no definidos;Soltero;Femenino;61741261;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L-15;LICENCIATURA EN CONTADURIA PUBLICA Y FINANZAS;FCAS;Contaduría Pública y Finanzas;2017-M4;Q3 2017;18;0;0;no;0;No;No;No;3;2;Bajo;Bajo
41741005;Regular;Razón1;Capacidad de pago;Razón2;Compromisos personales;Razón3;;Sí;Sí;Sí;Sí;No;No;No;2014;No;;;;Sí;Matutino (6:00am- 12:00m);Soltero;Femenino;41741005;4;CEUTEC - LCE;CEUTEC - LCE;CEUTEC;L10B;LICENCIATURA EN DERECHO (COMERCIAL INTERNACIONAL);FCAS;Derecho;2017-M4;Q3 2017;19;2;2 a 3;si;1;No;No;No;3;1;Bajo;Bajo
31711289;Muy alto;Razón1;No había disponibilidad de cupos;Razón2;Compromisos personales;Razón3;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Sí;Sí;No;No;No;No;No;2017;No;;;;Sí;Mixto o turnos no definidos;Soltero;Masculino;31711289;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;I-6 ;INGENIERÍA EN INFORMÁTICA;FIA;Informática;2017-M1;Q1 2017;22;3;2 a 3;si;1;No;No;No;4;2;Bajo;Bajo
61811406;Alto;Razón1;Disponibilidad de clases en horarios a su conveniencia;Razón2;Capacidad de pago;Razón3;Compromisos personales;No;No;No;No;Sí;Sí;No;2010;No;;;;Sí;Vespertino (12:00m-6:00pm);Soltero;Femenino;61811406;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L10A;LICENCIATURA EN DERECHO (EMPRESARIAL);FCAS;Derecho;2018-M1;Q1 2018;12;0;0;no;0;No;No;No;4;2;Bajo;Bajo
31811825;Alto;Razón1;Capacidad de pago;Razón2;No había disponibilidad de cupos;Razón3;Disponibilidad de clases en horarios a su conveniencia;No;Sí;No;No;No;No;No;2018;No;;;;No;Matutino (6:00am- 12:00m);Soltero;Masculino;31811825;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;I-6 ;INGENIERÍA EN INFORMÁTICA;FIA;Informática;2018-M1;Q1 2018;3;6;6 a 7;si;1;No;No;No;3;3;#N/A;Igual
31851191;Regular;Razón1;Capacidad de pago;Razón2;Disponibilidad de clases en horarios a su conveniencia;Razón3;No había disponibilidad de cupos;No;No;No;No;No;Sí;Sí;2013;Sí;Universidad Nacional Autónoma de Honduras UNAH y centros regionales;;Esta es la primera carrera de educación superior que está sacanda;No;Mixto o turnos no definidos;Soltero;Femenino;31851191;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;L10A;LICENCIATURA EN DERECHO (EMPRESARIAL);FCAS;Derecho;2018-M5;Q4 2018;12;0;0;no;0;No;No;No;4;3;Bajo;Bajo
61821546;Muy alto;Razón1;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Razón2;Capacidad de pago;Razón3;Compromisos personales;No;No;No;No;No;Sí;Sí;2018;No;;;;Sí;Diurno (6:00am- 6:00pm);Soltero;Femenino;61821546;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L-6 ;LICENCIATURA EN MERCADOTECNIA;FCAS;Mercadotecnia;2018-M2;Q2 2018;7;0;0;no;1;No;No;No;4;2;Bajo;Bajo
31851395;Regular;Razón1;La carga laboral que tiene ese periodo;Razón2;Capacidad de pago;Razón3;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;No;No;No;No;No;Sí;Sí;2012;Sí;Universidad Nacional Autónoma de Honduras UNAH y centros regionales;;Esta es la primera carrera de educación superior que está sacanda;Sí;Mixto o turnos no definidos;Casado;Masculino;31851395;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;L-16;LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS;FCAS;Administración de Empresas;2018-M5;Q4 2018;0;2;2 a 3;si;0;No;No;No;2;1;Bajo;Bajo
618111008;Regular;Razón1;Capacidad de pago;Razón2;Compromisos personales;Razón3;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Sí;No;No;No;No;No;No;2016;No;;;;Sí;Diurno (6:00am- 6:00pm);Soltero;Masculino;618111008;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L-6B;LICENCIATURA EN MERCADOTECNIA (ORIENT. ADMON. DE VENTAS);FCAS;Mercadotecnia;2018-M1;Q1 2018;7;3;2 a 3;si;0;No;No;No;4;1;Bajo;Bajo
61851409;Regular;Razón1;Compromisos personales;Razón2;Capacidad de pago;Razón3;Disponibilidad de clases en horarios a su conveniencia;Sí;Sí;No;No;No;No;No;2018;No;;;;No;Matutino (6:00am- 12:00m);Soltero;Masculino;61851409;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L-6 ;LICENCIATURA EN MERCADOTECNIA;FCAS;Mercadotecnia;2018-M5;Q4 2018;2;0;0;no;0;No;No;No;2;4;#N/A;Subio
61741324;Muy alto;Razón1;Disponibilidad de clases en horarios a su conveniencia;Razón2;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Razón3;Capacidad de pago;Sí;Sí;Sí;Sí;Sí;No;No;2015;No;;;;Sí;Mixto o turnos no definidos;Soltero;Femenino;61741324;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L-6 ;LICENCIATURA EN MERCADOTECNIA;FCAS;Mercadotecnia;2017-M4;Q3 2017;18;1;1;si;0;No;No;No;4;2;Bajo;Bajo
61741034;Alto;Razón1;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Razón2;Disponibilidad de clases en horarios a su conveniencia;Razón3;La carga laboral que tiene ese periodo;No;No;No;Sí;Sí;Sí;No;2014;No;;;;Sí;Matutino (6:00am- 12:00m);Soltero;Femenino;61741034;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L-12;DISEÑO GRAFICO;FCAS;Diseño Gráfico;2017-M4;Q3 2017;6;0;0;no;1;No;No;No;3;1;Bajo;Bajo
61711140;Muy alto;Razón1;Capacidad de pago;Razón2;;Razón3;;No;No;No;No;No;Sí;Sí;2013;No;;;;Sí;Diurno (6:00am- 6:00pm);Soltero;Femenino;61711140;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L-6B;LICENCIATURA EN MERCADOTECNIA (ORIENT. ADMON. DE VENTAS);FCAS;Mercadotecnia;2017-M1;Q1 2017;4;3;2 a 3;si;0;Si;SI;SI;3;1;Bajo;Bajo
61811143;Regular;Razón1;Capacidad de pago;Razón2;Disponibilidad de clases en horarios a su conveniencia;Razón3;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Sí;Sí;No;No;No;No;No;2018;No;;;;Sí;Nocturno (6:00pm-6:00am);Soltero;Masculino;61811143;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L-6 ;LICENCIATURA EN MERCADOTECNIA;FCAS;Mercadotecnia;2018-M1;Q1 2018;5;2;2 a 3;si;0;No;No;No;4;2;Bajo;Bajo
61811755;Alto;Razón1;Disponibilidad de clases en horarios a su conveniencia;Razón2;No había disponibilidad de cupos;Razón3;Capacidad de pago;No;No;No;No;No;Sí;Sí;2014;No;;;;Sí;Mixto o turnos no definidos;Soltero;Femenino;61811755;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L14C;PSICOLOGÍA (ÉNFASIS: ÁREA INDUSTRIAL);FCAS;Psicología;2018-M1;Q1 2018;18;0;0;no;1;No;No;No;3;2;Bajo;Bajo
41821024;Alto;Razón1;Capacidad de pago;Razón2;La carga laboral que tiene ese periodo;Razón3;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Sí;No;No;No;No;No;Sí;2013;Sí;Universidad Nacional Autónoma de Honduras UNAH y centros regionales;;Esta es la primera carrera de educación superior que está sacanda;Sí;Diurno (6:00am- 6:00pm);Soltero;Masculino;41821024;4;CEUTEC - LCE;CEUTEC - LCE;CEUTEC;L-16;LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS;FCAS;Administración de Empresas;2018-M2;Q2 2018;13;1;1;si;0;No;No;No;3;1;Bajo;Bajo
61741420;Alto;Razón1;Disponibilidad de clases en horarios a su conveniencia;Razón2;La carga laboral que tiene ese periodo;Razón3;Capacidad de pago;No;No;No;No;No;No;Sí;2017;No;;;;Sí;Nocturno (6:00pm-6:00am);Soltero;Femenino;61741420;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L-18;LICENCIATURA EN RECURSOS HUMANOS;FCAS;Recursos Humanos;2017-M4;Q3 2017;13;8;8 a 9;si;1;No;No;No;4;2;Bajo;Bajo
31711582;Muy alto;Razón1;No había disponibilidad de cupos;Razón2;Disponibilidad de clases en horarios a su conveniencia;Razón3;;No;No;No;No;No;Sí;No;2010;No;;;;Sí;Matutino (6:00am- 12:00m);Soltero;Femenino;31711582;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;L10A;LICENCIATURA EN DERECHO (EMPRESARIAL);FCAS;Derecho;2017-M1;Q1 2017;17;0;0;no;0;No;No;No;2;2;#N/A;Igual
31741354;Muy alto;Razón1;Capacidad de pago;Razón2;;Razón3;;No;Sí;No;No;No;No;No;2017;No;;;;No;Matutino (6:00am- 12:00m);Soltero;Masculino;31741354;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;T-8 ;TÉCNICO EN DISEÑO GRÁFICO;FCAS - T;Diseño Gráfico;2017-M4;Q3 2017;9;2;2 a 3;si;0;No;No;No;3;1;Bajo;Bajo
31811343;Muy alto;Razón1;Capacidad de pago;Razón2;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Razón3;La carga laboral que tiene ese periodo;No;Sí;No;No;No;No;No;2018;Sí;Otro;Universidad Pedagógica Nacional Francisco Morazan;Esta es la primera carrera de educación superior que está sacanda;No;Mixto o turnos no definidos;Soltero;Masculino;31811343;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;I-6 ;INGENIERÍA EN INFORMÁTICA;FIA;Informática;2018-M1;Q1 2018;11;2;2 a 3;si;0;No;No;No;3;2;Igual;Bajo
31841290;Regular;Razón1;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Razón2;Disponibilidad de clases en horarios a su conveniencia;Razón3;Capacidad de pago;No;Sí;No;Sí;Sí;No;No;2018;No;;;;Sí;Vespertino (12:00m-6:00pm);Soltero;Femenino;31841290;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;I-6 ;INGENIERÍA EN INFORMÁTICA;FIA;Informática;2018-M4;Q3 2018;5;0;0;no;1;No;No;No;3;2;Bajo;Bajo
318111005;Muy alto;Razón1;Capacidad de pago;Razón2;Compromisos personales;Razón3;Disponibilidad de clases en horarios a su conveniencia;No;No;No;Sí;No;No;No;2018;No;;;;No;Vespertino (12:00m-6:00pm);Viudo;Femenino;318111005;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;L-22;LICENCIATURA EN PERIODISMO;FCAS;Periodismo;2018-M1;Q1 2018;0;3;2 a 3;si;0;No;No;No;3;3;#N/A;Igual
41751065;Alto;Razón1;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Razón2;Disponibilidad de clases en horarios a su conveniencia;Razón3;;No;No;No;No;No;Sí;No;2009;Sí;Universidad Nacional Autónoma de Honduras UNAH y centros regionales;;Esta es la primera carrera de educación superior que está sacanda;Sí;Diurno (6:00am- 6:00pm);Casado;Femenino;41751065;4;CEUTEC - LCE;CEUTEC - LCE;CEUTEC;L-6 ;LICENCIATURA EN MERCADOTECNIA;FCAS;Mercadotecnia;2017-M5;Q4 2017;19;2;2 a 3;si;0;No;No;No;3;1;Bajo;Bajo
61851391;Muy alto;Razón1;Disponibilidad de clases en horarios a su conveniencia;Razón2;;Razón3;;No;No;No;No;No;No;Sí;2008;Sí;Universidad Nacional Autónoma de Honduras UNAH y centros regionales;;Esta es la primera carrera de educación superior que está sacanda;Sí;Matutino (6:00am- 12:00m);Soltero;Masculino;61851391;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L10A;LICENCIATURA EN DERECHO (EMPRESARIAL);FCAS;Derecho;2018-M5;Q4 2018;4;0;0;no;0;No;No;No;4;3;Bajo;Bajo
617111256;Bajo;Razón1;Disponibilidad de clases en horarios a su conveniencia;Razón2;No había disponibilidad de cupos;Razón3;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Sí;Sí;Sí;No;No;No;Sí;2017;No;;;;Sí;Mixto o turnos no definidos;Soltero;Masculino;617111256;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;I-6 ;INGENIERÍA EN INFORMÁTICA;FIA;Informática;2017-M1;Q1 2017;24;2;2 a 3;si;1;No;No;No;3;3;#N/A;Igual
31711362;Regular;Razón1;Disponibilidad de clases en horarios a su conveniencia;Razón2;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Razón3;La carga laboral que tiene ese periodo;Sí;No;No;No;No;Sí;Sí;2017;No;;;;Sí;Diurno (6:00am- 6:00pm);Soltero;Masculino;31711362;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;I-7 ;INGENIERÍA EN ELECTRÓNICA;FIA;Electrónica;2017-M1;Q1 2017;20;2;2 a 3;si;0;No;No;No;3;3;#N/A;Igual
41751081;Regular;Razón1;No había disponibilidad de cupos;Razón2;Compromisos personales;Razón3;Disponibilidad de clases en horarios a su conveniencia;No;Sí;No;No;No;No;No;2017;No;;;;No;Matutino (6:00am- 12:00m);Soltero;Femenino;41751081;4;CEUTEC - LCE;CEUTEC - LCE;CEUTEC;L10A;LICENCIATURA EN DERECHO (EMPRESARIAL);FCAS;Derecho;2017-M5;Q4 2017;7;10;10 a 11;si;0;No;No;No;4;2;Bajo;Bajo
41751064;Regular;Razón1;Capacidad de pago;Razón2;La carga laboral que tiene ese periodo;Razón3;Disponibilidad de clases en horarios a su conveniencia;No;No;No;No;No;Sí;Sí;2012;Sí;Universidad Católica de Honduras UNICAH;;Esta es la primera carrera de educación superior que está sacanda;Sí;Mixto o turnos no definidos;Soltero;Femenino;41751064;4;CEUTEC - LCE;CEUTEC - LCE;CEUTEC;L14A;PSICOLOGÍA (ÉNFASIS: ÁREA CLÍNICA);FCAS;Psicología;2017-M5;Q4 2017;16;1;1;si;1;No;No;No;3;2;Bajo;Bajo
318111078;Alto;Razón1;Capacidad de pago;Razón2;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Razón3;No había disponibilidad de cupos;No;Sí;No;No;No;No;No;2014;Sí;Universidad Nacional Autónoma de Honduras UNAH y centros regionales;;Esta es la primera carrera de educación superior que está sacanda;No;Vespertino (12:00m-6:00pm);Soltero;Masculino;318111078;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;I-9 ;INGENIERIA EN GESTIÓN LOGÍSTICA;FIA;Gestión Logística;2018-M1;Q1 2018;15;4;4 a 5;si;1;No;No;No;4;4;#N/A;Igual
31711569;Muy alto;Razón1;Disponibilidad de clases en horarios a su conveniencia;Razón2;Capacidad de pago;Razón3;Compromisos personales;No;Sí;No;No;No;No;No;2012;Sí;Universidad Nacional Autónoma de Honduras UNAH y centros regionales;;Esta es la primera carrera de educación superior que está sacanda;Sí;Vespertino (12:00m-6:00pm);Soltero;Masculino;31711569;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;I-6 ;INGENIERÍA EN INFORMÁTICA;FIA;Informática;2017-M1;Q1 2017;13;2;2 a 3;si;1;No;No;No;4;2;Bajo;Bajo
317111038;Regular;Razón1;Disponibilidad de clases en horarios a su conveniencia;Razón2;La carga laboral que tiene ese periodo;Razón3;Compromisos personales;Sí;Sí;Sí;No;No;No;No;2012;Sí;Universidad Católica de Honduras UNICAH;;Esta es la primera carrera de educación superior que está sacanda;Sí;Diurno (6:00am- 6:00pm);Soltero;Masculino;317111038;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;L10B;LICENCIATURA EN DERECHO (COMERCIAL INTERNACIONAL);FCAS;Derecho;2017-M1;Q1 2017;38;9;8 a 9;si;1;No;No;No;4;4;#N/A;Igual
61711481;Regular;Razón1;Capacidad de pago;Razón2;Disponibilidad de clases en horarios a su conveniencia;Razón3;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;No;No;No;No;No;Sí;Sí;16;No;;;;Sí;Diurno (6:00am- 6:00pm);Soltero;Masculino;61711481;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;I-6 ;INGENIERÍA EN INFORMÁTICA;FIA;Informática;2017-M1;Q1 2017;14;3;2 a 3;si;1;No;No;No;4;4;#N/A;Igual
41841072;Muy alto;Razón1;Capacidad de pago;Razón2;La carga laboral que tiene ese periodo;Razón3;Compromisos personales;No;No;No;No;No;Sí;No;2016;Sí;Universidad Católica de Honduras UNICAH;;Esta es la primera carrera de educación superior que está sacanda;Sí;Matutino (6:00am- 12:00m);Soltero;Masculino;41841072;4;CEUTEC - LCE;CEUTEC - LCE;CEUTEC;L10B;LICENCIATURA EN DERECHO (COMERCIAL INTERNACIONAL);FCAS;Derecho;2018-M4;Q3 2018;13;2;2 a 3;si;0;No;No;No;3;2;Bajo;Bajo
61811949;Alto;Razón1;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Razón2;;Razón3;;No;Sí;No;No;No;No;No;2016;Sí;Universidad Nacional Autónoma de Honduras UNAH y centros regionales;;Esta es la primera carrera de educación superior que está sacanda;No;Matutino (6:00am- 12:00m);Soltero;Masculino;61811949;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;I-7 ;INGENIERIA EN ELECTRÓNICA;FIA;Electrónica;2018-M1;Q1 2018;17;0;0;no;0;No;No;No;4;3;Bajo;Bajo
61721054;Regular;Razón1;Capacidad de pago;Razón2;No había disponibilidad de cupos;Razón3;Compromisos personales;Sí;No;No;No;No;No;No;2017;No;;;;No;Matutino (6:00am- 12:00m);Soltero;Masculino;61721054;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L-12;DISEÑO GRAFICO;FCAS;Diseño Gráfico;2017-M2;Q2 2017;12;8;8 a 9;si;0;No;No;No;3;1;Bajo;Bajo
31821563;Alto;Razón1;Capacidad de pago;Razón2;Compromisos personales;Razón3;La carga laboral que tiene ese periodo;No;No;No;No;No;No;Sí;2018;Sí;Universidad Católica de Honduras UNICAH;;Esta es la primera carrera de educación superior que está sacanda;Sí;Matutino (6:00am- 12:00m);Soltero;Masculino;31821563;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;L10A;LICENCIATURA EN DERECHO (EMPRESARIAL);FCAS;Derecho;2018-M2;Q2 2018;25;1;1;si;1;No;No;No;4;4;#N/A;Igual
61721034;Alto;Razón1;Capacidad de pago;Razón2;Disponibilidad de clases en horarios a su conveniencia;Razón3;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Sí;Sí;Sí;Sí;No;No;No;2017;No;;;;No;Mixto o turnos no definidos;Soltero;Masculino;61721034;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;I-6 ;INGENIERÍA EN INFORMÁTICA;FIA;Informática;2017-M2;Q2 2017;17;0;0;no;0;No;No;No;2;2;#N/A;Igual
61821212;Regular;Razón1;Compromisos personales;Razón2;;Razón3;;Sí;No;No;No;No;No;No;2018;No;;;;No;Matutino (6:00am- 12:00m);Soltero;Femenino;61821212;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L14C;PSICOLOGÍA (ÉNFASIS: ÁREA INDUSTRIAL);FCAS;Psicología;2018-M2;Q2 2018;8;1;1;si;0;No;No;No;3;2;Bajo;Bajo
617111453;Muy alto;Razón1;Capacidad de pago;Razón2;La carga laboral que tiene ese periodo;Razón3;Compromisos personales;No;No;No;No;No;No;Sí;2011;Sí;Otro;UCRISH;Ya tiene otro título de educación superior;Sí;Diurno (6:00am- 6:00pm);Soltero;Masculino;617111453;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L-16;LICENCIATURA EN ADMINISTRACION DE EMPRESAS;FCAS;Administración de Empresas;2017-M1;Q1 2017;12;6;6 a 7;si;1;No;No;No;3;2;Bajo;Bajo
31821162;Regular;Razón1;Compromisos personales;Razón2;;Razón3;;No;Sí;No;No;No;No;No;2018;Sí;Universidad Católica de Honduras UNICAH;;Esta es la primera carrera de educación superior que está sacanda;No;Mixto o turnos no definidos;Soltero;Femenino;31821162;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;L14C;PSICOLOGÍA (ÉNFASIS: ÁREA INDUSTRIAL);FCAS;Psicología;2018-M2;Q2 2018;10;0;0;no;1;No;No;No;4;2;Bajo;Bajo
31711924;Muy alto;Razón1;Disponibilidad de clases en horarios a su conveniencia;Razón2;;Razón3;;No;Sí;No;No;No;No;No;2014;Sí;Universidad Nacional Autónoma de Honduras UNAH y centros regionales;;Esta es la primera carrera de educación superior que está sacanda;Sí;Vespertino (12:00m-6:00pm);Soltero;Masculino;31711924;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;I-9 ;INGENIERIA EN GESTIÓN LOGÍSTICA;FIA;Gestión Logística;2017-M1;Q1 2017;3;6;6 a 7;si;1;Si;SI;NO;4;2;Bajo;Bajo
617111147;Alto;Razón1;Disponibilidad de clases en horarios a su conveniencia;Razón2;La carga laboral que tiene ese periodo;Razón3;No había disponibilidad de cupos;Sí;No;No;No;No;No;No;2017;No;;;;Sí;Matutino (6:00am- 12:00m);Soltero;Femenino;617111147;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L-16;LICENCIATURA EN ADMINISTRACION DE EMPRESAS;FCAS;Administración de Empresas;2017-M1;Q1 2017;14;2;2 a 3;si;1;Si;NO;SI;4;2;Bajo;Bajo
61711555;Alto;Razón1;Capacidad de pago;Razón2;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Razón3;;Sí;Sí;No;No;No;No;No;2016;No;;;;No;Matutino (6:00am- 12:00m);Soltero;Masculino;61711555;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L-6A;LICENCIATURA EN MERCADOTECNIA (ORIENT. PROMOCION Y PUBLICIDAD);FCAS;Mercadotecnia;2017-M1;Q1 2017;16;1;1;si;1;Si;SI;SI;4;1;Bajo;Bajo
41811188;Bajo;Razón1;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Razón2;;Razón3;;No;No;No;No;No;No;Sí;2018;No;;;;No;Mixto o turnos no definidos;Soltero;Femenino;41811188;4;CEUTEC - LCE;CEUTEC - LCE;CEUTEC;L-09;ADMINISTRACIÓN DE LA HOSPITALIDAD Y EL TURISMO;FCAS;Hospitalidad;2018-M1;Q1 2018;5;1;1;si;1;No;No;No;3;2;Bajo;Bajo
41851037;Alto;Razón1;Compromisos personales;Razón2;Capacidad de pago;Razón3;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Sí;Sí;No;No;No;No;No;;No;;;;Sí;Mixto o turnos no definidos;Soltero;Masculino;41851037;4;CEUTEC - LCE;CEUTEC - LCE;CEUTEC;L10A;LICENCIATURA EN DERECHO (EMPRESARIAL);FCAS;Derecho;2018-M5;Q4 2018;2;0;0;no;0;No;No;No;2;1;Bajo;Bajo
61711034;Regular;Razón1;La carga laboral que tiene ese periodo;Razón2;Capacidad de pago;Razón3;Disponibilidad de clases en horarios a su conveniencia;Sí;No;No;No;No;No;No;2016;Sí;Universidad Nacional Autónoma de Honduras UNAH y centros regionales;;Esta es la primera carrera de educación superior que está sacanda;Sí;Mixto o turnos no definidos;Soltero;Masculino;61711034;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L-6 ;LICENCIATURA EN MERCADOTECNIA;FCAS;Mercadotecnia;2017-M1;Q1 2017;24;2;2 a 3;si;0;No;No;No;4;2;Bajo;Bajo
41741097;Alto;Razón1;Capacidad de pago;Razón2;Disponibilidad de clases en horarios a su conveniencia;Razón3;No había disponibilidad de cupos;No;No;No;Sí;Sí;Sí;No;2017;No;;;;No;Mixto o turnos no definidos;Soltero;Femenino;41741097;4;CEUTEC - LCE;CEUTEC - LCE;CEUTEC;I-9 ;INGENIERIA EN GESTIÓN LOGÍSTICA;FIA;Gestión Logística;2017-M4;Q3 2017;18;2;2 a 3;si;1;No;No;No;4;2;Bajo;Bajo
