Cuenta;Demanda de clase;Razón no1;Razones que determinan cuantas clases matrículan (no.1);Razón no2;Razones que determinan cuantas clases matrículan (no.2);Razón no3;Razones que determinan cuantas clases matrículan (no.3);Hora 7-9am;Hora 9-11am;Hora 11-1pm;Hora 1-3pm;Hora 3-5pmu;Hora 5-7pm;Hora 7-9pm;Egreso diversificado;¿estudios universitarios?;Universidad matrículado;Univeresidad matrículado otro;Educación Superior;Trabajo;Definir horario;Estado civil:;Sexo:;Cuenta;Campus original;Campus original;campus actual;Marca;CódigoCarrera;NombreCarrera;FACULTAD;CARRERA AGRUPADORA;PeriodoDeIngreso;PeriodoDeIngreso;ClasesAprobadas;ClasesReprobadas;Reprobó;Rango reporbación;ClasesRetiradas;Dscto_Q1 2017;DsctoCole_Q1 2017;DsctoMat_Q1 2017;Período de Ingreso;Q1 2019;Curso mat_promedio;Curso mat_er Q
61711262;Muy alto;Razón1;Disponibilidad de clases en horarios a su conveniencia;Razón2;La carga laboral que tiene ese periodo;Razón3;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;No;No;No;No;No;No;Sí;2017;No;;;;Sí;Diurno (6:00am- 6:00pm);Soltero;Femenino;61711262;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L-15;LICENCIATURA EN CONTADURIA PUBLICA Y FINANZAS;FCAS;Contaduría Pública y Finanzas;2017-M1;Q1 2017;29;0;0;no;0;Si;NO;SI;4;2;Bajo;Bajo
31851069;Muy alto;Razón1;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Razón2;La carga laboral que tiene ese periodo;Razón3;Compromisos personales;No;No;No;No;No;No;Sí;2007;No;;;;Sí;Nocturno (6:00pm-6:00am);Casado;Femenino;31851069;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;L-18;LICENCIATURA EN RECURSOS HUMANOS;FCAS;Recursos Humanos;2018-M5;Q4 2018;2;0;0;no;0;No;No;No;2;3;#N/A;Subio
31811299;Alto;Razón1;Capacidad de pago;Razón2;Disponibilidad de clases en horarios a su conveniencia;Razón3;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Sí;Sí;No;No;No;Sí;Sí;2017;No;;;;No;Matutino (6:00am- 12:00m);Soltero;Masculino;31811299;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;I-6 ;INGENIERÍA EN INFORMÁTICA;FIA;Informática;2018-M1;Q1 2018;15;0;0;no;1;No;No;No;4;3;Bajo;Bajo
61751190;Bajo;Razón1;Capacidad de pago;Razón2;La carga laboral que tiene ese periodo;Razón3;Disponibilidad de clases en horarios a su conveniencia;No;No;No;No;No;Sí;Sí;2017;No;;;;Sí;Diurno (6:00am- 6:00pm);Soltero;Masculino;61751190;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L-12;DISEÑO GRAFICO;FCAS;Diseño Gráfico;2017-M5;Q4 2017;6;0;0;no;1;No;No;No;4;2;Bajo;Bajo
61711764;Regular;Razón1;Compromisos personales;Razón2;Disponibilidad de clases en horarios a su conveniencia;Razón3;No había disponibilidad de cupos;No;No;No;No;No;No;Sí;2016;No;;;;Sí;Mixto o turnos no definidos;Soltero;Femenino;61711764;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L14C;PSICOLOGÍA (ÉNFASIS: ÁREA INDUSTRIAL);FCAS;Psicología;2017-M1;Q1 2017;10;5;4 a 5;si;1;No;No;No;3;2;Bajo;Bajo
61721376;Muy alto;Razón1;Capacidad de pago;Razón2;Disponibilidad de clases en horarios a su conveniencia;Razón3;La carga laboral que tiene ese periodo;No;No;Sí;No;No;No;No;2017;No;;;;Sí;Matutino (6:00am- 12:00m);Casado;Femenino;61721376;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L-18;LICENCIATURA EN RECURSOS HUMANOS;FCAS;Recursos Humanos;2017-M2;Q2 2017;7;6;6 a 7;si;1;No;No;No;3;2;Bajo;Bajo
617111327;Alto;Razón1;Capacidad de pago;Razón2;;Razón3;;No;No;No;Sí;No;No;No;2016;No;;;;Sí;Mixto o turnos no definidos;Soltero;Masculino;617111327;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L-16;LICENCIATURA EN ADMINISTRACION DE EMPRESAS;FCAS;Administración de Empresas;2017-M1;Q1 2017;12;1;1;si;1;No;No;No;3;2;Bajo;Bajo
61841377;Muy alto;Razón1;Capacidad de pago;Razón2;No había disponibilidad de cupos;Razón3;Compromisos personales;Sí;Sí;No;No;No;No;No;2018;No;;;;No;Vespertino (12:00m-6:00pm);Soltero;Masculino;61841377;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L-6 ;LICENCIATURA EN MERCADOTECNIA;FCAS;Mercadotecnia;2018-M4;Q3 2018;6;1;1;si;0;No;No;No;3;2;Bajo;Bajo
31811126;Regular;Razón1;Capacidad de pago;Razón2;Disponibilidad de clases en horarios a su conveniencia;Razón3;La carga laboral que tiene ese periodo;Sí;No;No;No;No;No;No;2017;No;;;;No;Matutino (6:00am- 12:00m);Soltero;Femenino;31811126;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;L10A;LICENCIATURA EN DERECHO (EMPRESARIAL);FCAS;Derecho;2018-M1;Q1 2018;15;0;0;no;0;No;No;No;3;4;#N/A;Subio
61721658;Alto;Razón1;Capacidad de pago;Razón2;Disponibilidad de clases en horarios a su conveniencia;Razón3;Compromisos personales;Sí;No;No;No;No;No;No;2017;No;;;;No;Matutino (6:00am- 12:00m);Soltero;Femenino;61721658;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L-12;DISEÑO GRAFICO;FCAS;Diseño Gráfico;2017-M2;Q2 2017;8;3;2 a 3;si;1;No;No;No;3;2;Bajo;Bajo
31841300;Alto;Razón1;Disponibilidad de clases en horarios a su conveniencia;Razón2;Capacidad de pago;Razón3;La carga laboral que tiene ese periodo;Sí;Sí;No;No;No;No;No;2018;Sí;Universidad Nacional Autónoma de Honduras UNAH y centros regionales;;Esta es la primera carrera de educación superior que está sacanda;No;Matutino (6:00am- 12:00m);Soltero;Masculino;31841300;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;I-6 ;INGENIERÍA EN INFORMÁTICA;FIA;Informática;2018-M4;Q3 2018;10;1;1;si;0;No;No;No;3;3;#N/A;Igual
61811277;Alto;Razón1;Capacidad de pago;Razón2;La carga laboral que tiene ese periodo;Razón3;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;No;No;No;No;No;Sí;Sí;2017;No;;;;Sí;Diurno (6:00am- 6:00pm);Soltero;Masculino;61811277;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L-15;LICENCIATURA EN CONTADURIA PUBLICA Y FINANZAS;FCAS;Contaduría Pública y Finanzas;2018-M1;Q1 2018;14;0;0;no;0;No;No;No;4;2;Bajo;Bajo
31811189;Alto;Razón1;Capacidad de pago;Razón2;Disponibilidad de clases en horarios a su conveniencia;Razón3;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;No;Sí;No;No;No;No;No;;No;;;;No;Mixto o turnos no definidos;Soltero;Femenino;31811189;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;L10A;LICENCIATURA EN DERECHO (EMPRESARIAL);FCAS;Derecho;2018-M1;Q1 2018;11;5;4 a 5;si;0;No;No;No;4;2;Bajo;Bajo
61841089;Regular;Razón1;Compromisos personales;Razón2;Capacidad de pago;Razón3;;No;No;No;No;No;Sí;No;2016;Sí;Universidad Nacional Autónoma de Honduras UNAH y centros regionales;;Esta es la primera carrera de educación superior que está sacanda;Sí;Diurno (6:00am- 6:00pm);Soltero;Femenino;61841089;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L-15;LICENCIATURA EN CONTADURIA PUBLICA Y FINANZAS;FCAS;Contaduría Pública y Finanzas;2018-M4;Q3 2018;10;1;1;si;1;No;No;No;3;2;Bajo;Bajo
61721654;Alto;Razón1;Capacidad de pago;Razón2;;Razón3;;Sí;Sí;No;No;No;No;No;2017;Sí;Universidad Nacional Autónoma de Honduras UNAH y centros regionales;;Esta es la primera carrera de educación superior que está sacanda;Sí;Vespertino (12:00m-6:00pm);Soltero;Femenino;61721654;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L-6 ;LICENCIATURA EN MERCADOTECNIA;FCAS;Mercadotecnia;2017-M2;Q2 2017;20;4;4 a 5;si;1;No;No;No;4;2;Bajo;Bajo
61721421;Alto;Razón1;La carga laboral que tiene ese periodo;Razón2;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Razón3;Capacidad de pago;Sí;Sí;Sí;No;No;No;No;2017;No;;;;Sí;Matutino (6:00am- 12:00m);Soltero;Femenino;61721421;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L-16;LICENCIATURA EN ADMINISTRACION DE EMPRESAS;FCAS;Administración de Empresas;2017-M2;Q2 2017;12;5;4 a 5;si;0;No;No;No;3;2;Bajo;Bajo
61811771;Alto;Razón1;Capacidad de pago;Razón2;Disponibilidad de clases en horarios a su conveniencia;Razón3;;No;No;No;No;No;No;Sí;2015;No;;;;Sí;Mixto o turnos no definidos;Soltero;Femenino;61811771;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L-16;LICENCIATURA EN ADMINISTRACION DE EMPRESAS;FCAS;Administración de Empresas;2018-M1;Q1 2018;6;1;1;si;1;No;No;No;3;2;Bajo;Bajo
31741110;Regular;Razón1;Capacidad de pago;Razón2;La carga laboral que tiene ese periodo;Razón3;Disponibilidad de clases en horarios a su conveniencia;Sí;No;No;No;No;No;Sí;2017;No;;;;Sí;Diurno (6:00am- 6:00pm);Soltero;Masculino;31741110;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;I-7 ;INGENIERÍA EN ELECTRÓNICA;FIA;Electrónica;2017-M4;Q3 2017;4;1;1;si;0;No;No;No;1;2;#N/A;Subio
41711257;Regular;Razón1;No había disponibilidad de cupos;Razón2;Disponibilidad de clases en horarios a su conveniencia;Razón3;;Sí;No;No;No;No;No;No;2015;No;;;;Sí;Matutino (6:00am- 12:00m);Soltero;Femenino;41711257;4;CEUTEC - LCE;CEUTEC - LCE;CEUTEC;L-12;DISEÑO GRÁFICO;FCAS;Diseño Gráfico;2017-M1;Q1 2017;17;0;0;no;0;No;No;No;4;2;Bajo;Bajo
31711685;Alto;Razón1;Capacidad de pago;Razón2;Compromisos personales;Razón3;Disponibilidad de clases en horarios a su conveniencia;Sí;Sí;Sí;No;No;No;No;2017;No;;;;Sí;Matutino (6:00am- 12:00m);Soltero;Masculino;31711685;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;I-6 ;INGENIERÍA EN INFORMÁTICA;FIA;Informática;2017-M1;Q1 2017;17;4;4 a 5;si;1;Si;SI;NO;4;2;Bajo;Bajo
618111155;Regular;Razón1;Capacidad de pago;Razón2;La carga laboral que tiene ese periodo;Razón3;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;No;No;No;No;No;Sí;No;2018;No;;;;Sí;Diurno (6:00am- 6:00pm);Soltero;Masculino;618111155;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L-15;LICENCIATURA EN CONTADURIA PUBLICA Y FINANZAS;FCAS;Contaduría Pública y Finanzas;2018-M1;Q1 2018;1;1;1;si;0;No;No;No;2;1;Bajo;Bajo
31741231;Muy alto;Razón1;Disponibilidad de clases en horarios a su conveniencia;Razón2;Compromisos personales;Razón3;La carga laboral que tiene ese periodo;Sí;Sí;Sí;No;No;No;No;2016;No;;;;Sí;Diurno (6:00am- 6:00pm);Casado;Femenino;31741231;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;L-16;LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS;FCAS;Administración de Empresas;2017-M4;Q3 2017;10;0;0;no;0;No;No;No;2;2;#N/A;Igual
31851263;Regular;Razón1;Compromisos personales;Razón2;La carga laboral que tiene ese periodo;Razón3;Disponibilidad de clases en horarios a su conveniencia;Sí;Sí;No;No;No;No;No;2018;No;;;;Sí;Matutino (6:00am- 12:00m);Soltero;Masculino;31851263;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;I-6 ;INGENIERÍA EN INFORMÁTICA;FIA;Informática;2018-M5;Q4 2018;1;3;2 a 3;si;0;No;No;No;4;3;Bajo;Bajo
318111009;Alto;Razón1;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Razón2;Capacidad de pago;Razón3;La carga laboral que tiene ese periodo;Sí;Sí;No;No;No;No;No;2018;No;;;;Sí;Matutino (6:00am- 12:00m);Soltero;Femenino;318111009;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;I-9 ;INGENIERIA EN GESTIÓN LOGÍSTICA;FIA;Gestión Logística;2018-M1;Q1 2018;9;1;1;si;1;No;No;No;3;3;#N/A;Igual
31711334;Muy alto;Razón1;Disponibilidad de clases en horarios a su conveniencia;Razón2;Capacidad de pago;Razón3;Compromisos personales;No;Sí;No;No;No;No;No;2016;No;;;;No;Matutino (6:00am- 12:00m);Soltero;Femenino;31711334;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;L14C;PSICOLOGÍA (ÉNFASIS: ÁREA INDUSTRIAL);FCAS;Psicología;2017-M1;Q1 2017;21;3;2 a 3;si;1;Si;NO;SI;4;2;Bajo;Bajo
31851207;Alto;Razón1;Capacidad de pago;Razón2;La carga laboral que tiene ese periodo;Razón3;Disponibilidad de clases en horarios a su conveniencia;Sí;Sí;No;No;No;No;No;2012;Sí;Universidad Nacional Autónoma de Honduras UNAH y centros regionales;;Esta es la primera carrera de educación superior que está sacanda;Sí;Matutino (6:00am- 12:00m);Soltero;Masculino;31851207;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;T-5 ;TÉCNICO UNIVERSITARIO EN ADMINISTRACIÓN;FCAS - T;Administración;2018-M5;Q4 2018;7;1;1;si;0;No;No;No;3;2;Bajo;Bajo
317111080;Alto;Razón1;Capacidad de pago;Razón2;La carga laboral que tiene ese periodo;Razón3;Disponibilidad de clases en horarios a su conveniencia;No;No;No;Sí;No;No;No;2017;No;;;;No;Matutino (6:00am- 12:00m);Soltero;Femenino;317111080;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;L10B;LICENCIATURA EN DERECHO (COMERCIAL INTERNACIONAL);FCAS;Derecho;2017-M1;Q1 2017;18;7;6 a 7;si;1;No;No;No;4;4;#N/A;Igual
317111104;Muy alto;Razón1;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Razón2;Capacidad de pago;Razón3;Disponibilidad de clases en horarios a su conveniencia;Sí;No;No;No;No;No;No;2017;No;;;;No;Mixto o turnos no definidos;Soltero;Femenino;317111104;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;L-16;LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS;FCAS;Administración de Empresas;2017-M1;Q1 2017;16;1;1;si;0;No;No;No;4;3;Subio;Bajo
61841308;Bajo;Razón1;La carga laboral que tiene ese periodo;Razón2;Capacidad de pago;Razón3;Compromisos personales;No;No;No;No;No;Sí;No;2015;No;;;;Sí;Nocturno (6:00pm-6:00am);Soltero;Femenino;61841308;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L-6 ;LICENCIATURA EN MERCADOTECNIA;FCAS;Mercadotecnia;2018-M4;Q3 2018;4;0;0;no;0;No;No;No;2;1;Bajo;Bajo
61811680;Muy alto;Razón1;Disponibilidad de clases en horarios a su conveniencia;Razón2;;Razón3;;No;No;No;Sí;Sí;No;No;2018;No;;;;Sí;Matutino (6:00am- 12:00m);Soltero;Masculino;61811680;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;I-6 ;INGENIERÍA EN INFORMÁTICA;FIA;Informática;2018-M1;Q1 2018;10;0;0;no;1;No;No;No;3;2;Bajo;Bajo
31841178;Regular;Razón1;Disponibilidad de clases en horarios a su conveniencia;Razón2;;Razón3;;Sí;Sí;Sí;No;No;No;No;;No;;;;Sí;Matutino (6:00am- 12:00m);Soltero;Masculino;31841178;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;I-9 ;INGENIERIA EN GESTIÓN LOGÍSTICA;FIA;Gestión Logística;2018-M4;Q3 2018;0;0;0;no;0;No;No;No;4;3;Bajo;Bajo
41811039;Alto;Razón1;Capacidad de pago;Razón2;Disponibilidad de clases en horarios a su conveniencia;Razón3;Compromisos personales;No;No;No;No;Sí;No;No;2017;Sí;Centro Universitario Tecnológico CEUTEC;;Esta es la primera carrera de educación superior que está sacanda;No;Vespertino (12:00m-6:00pm);Soltero;Femenino;41811039;4;CEUTEC - LCE;CEUTEC - LCE;CEUTEC;L-12;DISEÑO GRÁFICO;FCAS;Diseño Gráfico;2018-M1;Q1 2018;13;0;0;no;0;No;No;No;4;2;Bajo;Bajo
61751494;Alto;Razón1;Capacidad de pago;Razón2;Compromisos personales;Razón3;;No;No;No;No;No;No;Sí;2014;No;;;;Sí;Diurno (6:00am- 6:00pm);Soltero;Masculino;61751494;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L-16;LICENCIATURA EN ADMINISTRACION DE EMPRESAS;FCAS;Administración de Empresas;2017-M5;Q4 2017;9;1;1;si;1;No;No;No;2;1;Bajo;Bajo
41841056;Alto;Razón1;Capacidad de pago;Razón2;Disponibilidad de clases en horarios a su conveniencia;Razón3;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Sí;No;No;No;No;No;No;2018;Sí;Universidad Nacional Autónoma de Honduras UNAH y centros regionales;;Esta es la primera carrera de educación superior que está sacanda;Sí;Matutino (6:00am- 12:00m);Soltero;Masculino;41841056;4;CEUTEC - LCE;CEUTEC - LCE;CEUTEC;L14A;PSICOLOGÍA (ÉNFASIS: ÁREA CLÍNICA);FCAS;Psicología;2018-M4;Q3 2018;3;0;0;no;1;No;No;No;2;1;Bajo;Bajo
41711085;Alto;Razón1;Compromisos personales;Razón2;La carga laboral que tiene ese periodo;Razón3;Capacidad de pago;No;No;No;No;No;Sí;Sí;2017;No;;;;Sí;Mixto o turnos no definidos;Soltero;Femenino;41711085;4;CEUTEC - LCE;CEUTEC - LCE;CEUTEC;I-6 ;INGENIERÍA EN INFORMÁTICA;FIA;Informática;2017-M1;Q1 2017;20;10;10 a 11;si;1;No;No;No;4;3;Bajo;Bajo
31741343;Regular;Razón1;No había disponibilidad de cupos;Razón2;Disponibilidad de clases en horarios a su conveniencia;Razón3;Capacidad de pago;Sí;Sí;Sí;No;No;No;No;2010;Sí;Universidad Nacional Autónoma de Honduras UNAH y centros regionales;;Esta es la primera carrera de educación superior que está sacanda;No;Matutino (6:00am- 12:00m);Soltero;Femenino;31741343;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;L-18;LICENCIATURA EN RECURSOS HUMANOS;FCAS;Recursos Humanos;2017-M4;Q3 2017;24;0;0;no;0;No;No;No;3;2;Bajo;Bajo
61811218;Regular;Razón1;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Razón2;Compromisos personales;Razón3;La carga laboral que tiene ese periodo;No;Sí;No;No;No;No;No;2018;No;;;;Sí;Matutino (6:00am- 12:00m);Soltero;Femenino;61811218;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L-15;LICENCIATURA EN CONTADURIA PUBLICA Y FINANZAS;FCAS;Contaduría Pública y Finanzas;2018-M1;Q1 2018;9;0;0;no;0;No;No;No;3;2;Bajo;Bajo
31811915;Regular;Razón1;Disponibilidad de clases en horarios a su conveniencia;Razón2;Capacidad de pago;Razón3;No había disponibilidad de cupos;Sí;No;No;No;No;No;Sí;1988;Sí;Universidad Nacional Autónoma de Honduras UNAH y centros regionales;;Ya tiene otro título de educación superior;Sí;Matutino (6:00am- 12:00m);Casado;Masculino;31811915;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;L10A;LICENCIATURA EN DERECHO (EMPRESARIAL);FCAS;Derecho;2018-M1;Q1 2018;12;0;0;no;0;No;No;No;3;3;#N/A;Igual
61841170;Regular;Razón1;Disponibilidad de clases en horarios a su conveniencia;Razón2;Capacidad de pago;Razón3;;No;No;No;No;No;Sí;Sí;2014;No;;;;Sí;Diurno (6:00am- 6:00pm);Soltero;Femenino;61841170;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L-15;LICENCIATURA EN CONTADURIA PUBLICA Y FINANZAS;FCAS;Contaduría Pública y Finanzas;2018-M4;Q3 2018;11;0;0;no;1;No;No;No;4;2;Bajo;Bajo
31711193;Alto;Razón1;Capacidad de pago;Razón2;Disponibilidad de clases en horarios a su conveniencia;Razón3;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;No;Sí;Sí;No;Sí;No;Sí;2017;No;;;;No;Mixto o turnos no definidos;Soltero;Masculino;31711193;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;I-6 ;INGENIERÍA EN INFORMÁTICA;FIA;Informática;2017-M1;Q1 2017;21;5;4 a 5;si;1;No;No;No;4;2;Bajo;Bajo
317111030;Regular;Razón1;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Razón2;;Razón3;;No;No;No;No;No;Sí;No;2017;No;;;;Sí;Matutino (6:00am- 12:00m);Casado;Femenino;317111030;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;L10A;LICENCIATURA EN DERECHO (EMPRESARIAL);FCAS;Derecho;2017-M1;Q1 2017;19;5;4 a 5;si;1;No;No;No;3;6;#N/A;Subio
61811064;Regular;Razón1;Capacidad de pago;Razón2;Compromisos personales;Razón3;Disponibilidad de clases en horarios a su conveniencia;No;No;No;No;No;Sí;Sí;2018;No;;;;Sí;Diurno (6:00am- 6:00pm);Unión libre;Femenino;61811064;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L-15;LICENCIATURA EN CONTADURIA PUBLICA Y FINANZAS;FCAS;Contaduría Pública y Finanzas;2018-M1;Q1 2018;10;0;0;no;0;No;No;No;3;2;Bajo;Bajo
618111365;Muy alto;Razón1;Capacidad de pago;Razón2;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Razón3;Disponibilidad de clases en horarios a su conveniencia;No;No;No;No;No;Sí;No;2018;No;;;;No;Matutino (6:00am- 12:00m);Soltero;Femenino;618111365;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L-18;LICENCIATURA EN RECURSOS HUMANOS;FCAS;Recursos Humanos;2018-M1;Q1 2018;5;1;1;si;0;No;No;No;3;2;Bajo;Bajo
618111225;Regular;Razón1;Capacidad de pago;Razón2;;Razón3;;No;No;No;No;Sí;No;No;2018;No;;;;Sí;Vespertino (12:00m-6:00pm);Soltero;Femenino;618111225;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L-6 ;LICENCIATURA EN MERCADOTECNIA;FCAS;Mercadotecnia;2018-M1;Q1 2018;4;1;1;si;0;No;No;No;3;2;Bajo;Bajo
31711109;Alto;Razón1;Capacidad de pago;Razón2;Disponibilidad de clases en horarios a su conveniencia;Razón3;;Sí;No;No;No;No;No;No;2016;No;;;;No;Matutino (6:00am- 12:00m);Soltero;Masculino;31711109;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;L-12;LICENCIATURA EN DISEÑO GRÁFICO;FCAS;Diseño Gráfico;2017-M1;Q1 2017;18;10;10 a 11;si;0;Si;SI;SI;4;4;#N/A;Igual
41711197;Regular;Razón1;Disponibilidad de clases en horarios a su conveniencia;Razón2;;Razón3;;No;Sí;No;No;No;No;No;2017;No;;;;No;Vespertino (12:00m-6:00pm);Divorciado;Femenino;41711197;4;CEUTEC - LCE;CEUTEC - LCE;CEUTEC;I-6 ;INGENIERÍA EN INFORMÁTICA;FIA;Informática;2017-M1;Q1 2017;21;2;2 a 3;si;1;No;No;No;5;2;Bajo;Bajo
61841532;Alto;Razón1;Capacidad de pago;Razón2;La carga laboral que tiene ese periodo;Razón3;Compromisos personales;No;Sí;Sí;Sí;Sí;No;No;2014;No;;;;Sí;Diurno (6:00am- 6:00pm);Soltero;Femenino;61841532;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L-15;LICENCIATURA EN CONTADURIA PUBLICA Y FINANZAS;FCAS;Contaduría Pública y Finanzas;2018-M4;Q3 2018;4;0;0;no;0;No;No;No;2;1;Bajo;Bajo
41821057;Muy bajo;Razón1;Compromisos personales;Razón2;La carga laboral que tiene ese periodo;Razón3;;No;No;No;No;No;Sí;Sí;2018;Sí;Centro Universitario Tecnológico CEUTEC;;Esta es la primera carrera de educación superior que está sacanda;Sí;Matutino (6:00am- 12:00m);Soltero;Masculino;41821057;4;CEUTEC - LCE;CEUTEC - LCE;CEUTEC;L-12;DISEÑO GRÁFICO;FCAS;Diseño Gráfico;2018-M2;Q2 2018;8;0;0;no;1;No;No;No;3;2;Bajo;Bajo
317111109;Bajo;Razón1;La carga laboral que tiene ese periodo;Razón2;No había disponibilidad de cupos;Razón3;Capacidad de pago;Sí;No;No;No;No;No;No;2017;No;;;;No;Mixto o turnos no definidos;Soltero;Femenino;317111109;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;L10B;LICENCIATURA EN DERECHO (COMERCIAL INTERNACIONAL);FCAS;Derecho;2017-M1;Q1 2017;21;1;1;si;0;No;No;No;3;3;#N/A;Igual
61811367;Muy alto;Razón1;Disponibilidad de clases en horarios a su conveniencia;Razón2;Capacidad de pago;Razón3;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;No;No;No;No;Sí;No;Sí;2016;No;;;;Sí;Nocturno (6:00pm-6:00am);Casado;Masculino;61811367;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L-12;DISEÑO GRAFICO;FCAS;Diseño Gráfico;2018-M1;Q1 2018;7;0;0;no;0;No;No;No;2;1;Bajo;Bajo
31811276;Muy alto;Razón1;Compromisos personales;Razón2;Disponibilidad de clases en horarios a su conveniencia;Razón3;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;No;Sí;No;No;No;No;No;2018;Sí;Universidad Nacional Autónoma de Honduras UNAH y centros regionales;;Esta es la primera carrera de educación superior que está sacanda;No;Matutino (6:00am- 12:00m);Soltero;Masculino;31811276;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;L10A;LICENCIATURA EN DERECHO (EMPRESARIAL);FCAS;Derecho;2018-M1;Q1 2018;19;0;0;no;0;No;No;No;4;4;#N/A;Igual
61811199;Muy alto;Razón1;La carga laboral que tiene ese periodo;Razón2;Capacidad de pago;Razón3;;Sí;No;No;No;No;No;No;2018;No;;;;Sí;Vespertino (12:00m-6:00pm);Soltero;Femenino;61811199;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L14C;PSICOLOGÍA (ÉNFASIS: ÁREA INDUSTRIAL);FCAS;Psicología;2018-M1;Q1 2018;13;2;2 a 3;si;0;No;No;No;3;2;Bajo;Bajo
31811269;Muy alto;Razón1;Disponibilidad de clases en horarios a su conveniencia;Razón2;No había disponibilidad de cupos;Razón3;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;No;Sí;Sí;Sí;Sí;No;No;2018;No;;;;Sí;Vespertino (12:00m-6:00pm);Soltero;Masculino;31811269;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;L10A;LICENCIATURA EN DERECHO (EMPRESARIAL);FCAS;Derecho;2018-M1;Q1 2018;18;1;1;si;0;No;No;No;4;5;#N/A;Subio
